what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1395320639615
activated,view,org.eclipse.php.ui,3.0.1.v201201110400,"org.eclipse.php.ui.explorer",1395320640490
opened,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1395320644511
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1395320644547
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1395320645872
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.findReplace",1395320645889
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1395320648916
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.lineEnd",1395320724375
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1395320725126
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1395320725281
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1395320743048
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1395320758350
activated,editor,org.eclipse.php.ui,3.0.1.v201201110400,"org.eclipse.php.editor",1395320765351
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.wordPrevious",1395320777271
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.wordPrevious",1395320777394
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.wordPrevious",1395320777564
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1395320780495
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.deletePreviousWord",1395320787815
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.deletePreviousWord",1395320787958
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1395320788909
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1395320798934
error,log,,,"Errors occurred during the build.",1395320798949
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1395320798956
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1395320802824
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1395320809019
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.findReplace",1395320809045
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1395320835002
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordPrevious",1395320844904
