what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordNext",1394378098883
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1394378100898
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1394378107530
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1394378109043
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1394378109060
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1394378109151
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.wordPrevious",1394378114389
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1394378118642
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1394378120901
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1394378120943
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1394378121029
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1394378127229
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1394378129791
error,log,,,"Errors occurred during the build.",1394378129804
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1394378131274
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1394378133352
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1394378133907
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1394378154192
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1394378300139
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordNext",1394378336715
