what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordNext",1394115248683
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordNext",1394115248807
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordPrevious",1394115249195
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1394115341000
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.scroll.lineDown",1394115344400
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.scroll.lineDown",1394115344698
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1394115348907
error,log,,,"Errors occurred during the build.",1394115348927
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.scroll.lineDown",1394115363880
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.scroll.lineDown",1394115364051
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.scroll.lineDown",1394115381591
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.scroll.lineDown",1394115381743
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.deletePreviousWord",1394115385896
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1394115400843
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1394115408633
error,log,,,"Errors occurred during the build.",1394115408657
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1394115462325
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1394115463151
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1394115463631
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1394115562208
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1394115581527
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1394115595593
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.scroll.lineDown",1394115597372
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.scroll.lineDown",1394115597535
